sample	video_id	clip_id	source_excel_row	video_relpath	source_label	source_annotation	transcript	source_qc_status	container_duration_s	audio_duration_s	video_frames	openface_valid_frames	source_words	timed_words	untimed_words	text_valid_words	audio_valid_words	vision_valid_words	all_modalities_valid_words	audio_min_coverage	vision_min_coverage	vision_partial_words	text_shape	audio_shape	vision_shape	alignment_review_flags	merge_review_flags	needs_review	review_priority	human_review_status	source_video_sha256	staged_video_sha256	audio_sha256	audio_feature_sha256	text_feature_sha256	merged_feature_sha256	stage_relpath	merged_relpath
sample_0058	-wny0OAz3g8	1	59	-wny0OAz3g8/1.mp4	0.3333333432674408	Positive	And because they couldn’t join unions, many Black workers couldn’t get manufacturing or trade work – which paid much better than service work	not_reviewed	6.844010	6.776000	205	205	23	22	1	23	22	22	22	1.000000	1.000000	0	23x768	23x25	23x49			false		not_requested	c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8	c5535859f129ce04da5f5b5104d02d4168057b9d947a5349d423278ad4f3d8e8	c39533ae4a8a1f80c5f8ed757c76c51260a8078afbb7109a6aa7d4fd4e9431e8	9ab2dbeb546dbca424071f9966ae12d1cabad6b3a1c54d8ee7e7f4a2fec6b036	6afa2a06c6b843d1f2aa59ac5837200f90b416168924b23d535f173c7fb25124	f6f2184dc2f800ef871b97b638dbd955d33b093b469d819d6d189bd13a5fb234	mosei-stage-v1.0/sample_0058.mp4	mosei-multimodal-aligned-v1.0/sample_0058.npz
sample_0059	-wny0OAz3g8	0	60	-wny0OAz3g8/0.mp4	0.3333333432674408	Positive	trade labor unions didn’t allow Black workers to join	not_reviewed	3.333333	3.274000	100	100	9	9	0	9	9	9	9	1.000000	1.000000	0	9x768	9x25	9x49			false		not_requested	1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d	1cc21b4432e2f4b592284ee40558a18acc7d208019117aebdb2f6a1b67ea198d	9fe3a1a6f793e582bf1ed9876a604b878b8010464bccf725f255501c8f010813	aed4c3f0d32f25eefc6f573fefeee77e8ef8ed1fd6f6e8c6a9759b431696cf0e	8c38fb08d5408001e6bad713794c39d0ec8d4cce432b32e698fdcec8676f20db	5a41674f782d461e1580d7b811973b3b335370e4b0a32ebf16639a5a953cfbb7	mosei-stage-v1.0/sample_0059.mp4	mosei-multimodal-aligned-v1.0/sample_0059.npz
sample_0060	-wny0OAz3g8	3	61	-wny0OAz3g8/3.mp4	-1.3333333730697632	Negative	Which then allowed the white workers and unions to justify their decision to not allow black workers into their union	not_reviewed	6.146029	6.099875	184	184	20	20	0	20	20	20	20	1.000000	1.000000	0	20x768	20x25	20x49			false		not_requested	ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce	ea917c506bc9fa39460f2b722f7c416f646312bb17cd74baa618905b54837bce	6d1fc26cff49802120a8408233ff34e23b95388b352864dc6571a9a58fb62ae4	93d6a07b1c64e82b33054040115fa48587c30a001adbb2b74af2bd6cfbd4b8fe	43d2b766ad79fd8d242f1ff3cd1dc3bf4422287185b5976ea1755689d2cb824c	8b2bd23b408266b10fab0f83c4eb0490bee8f8f867550b0b4b48e120641cdb01	mosei-stage-v1.0/sample_0060.mp4	mosei-multimodal-aligned-v1.0/sample_0060.npz
sample_0061	-wny0OAz3g8	2	62	-wny0OAz3g8/2.mp4	-0.3333333432674408	Negative	And because they couldn’t get these jobs, Black communities had more men out of work, higher rates of poverty, and more criminal behavior	not_reviewed	6.686979	6.522687	197	197	23	23	0	23	23	23	23	1.000000	1.000000	0	23x768	23x25	23x49			false		not_requested	1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a	1825fb37db2e914fb616cd80aebd613afd873eecb7edd4d0b53158bfda0e522a	37e248fca2051fc6bb5d629bf95d4c40a58c289560f85bb29154ddd14a675cf3	0bae618965eaac43b91db78f3f3e8922ae1390b2d4c85f0e130159ce6ffad9a4	e5a5512c39ac9c8cb7c7db67dbe84111bd0fb5e80df308c597b7ef200148a367	75c143826e65df1a8d735d429bc67a1e9ee79319d03fccc4c9aa00de2620a663	mosei-stage-v1.0/sample_0061.mp4	mosei-multimodal-aligned-v1.0/sample_0061.npz
sample_0062	-wny0OAz3g8	5	63	-wny0OAz3g8/5.mp4	1.0	Positive	This is what’s now known as racial formation theory, a theory formalized by modern sociologists Michael Omi and Howard Winant	not_reviewed	6.911979	6.741000	204	204	20	20	0	20	20	20	20	1.000000	1.000000	0	20x768	20x25	20x49			false		not_requested	6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0	6c6a8a4cba654b25190ab1793bfae81c3d2159ecd6cbc02d3fcbd598543acce0	bc219fb6fa98b2d0e6f3b93cc68203c0561e6460aa46e03e11400ed412ec43c2	fb6cf6dcf0da29618a9ba281f800f333cce658983fb424ff02ebe65bd96963ad	54b1b35b102a0ebe0ac8dd15a1b7fa6cfaabf3606d9fbe87a1bfde1cfca860d2	4b9cd13b2d5191e3130225437049f042fc28aa4aa1da2aa2d1aa901754a4667a	mosei-stage-v1.0/sample_0062.mp4	mosei-multimodal-aligned-v1.0/sample_0062.npz
sample_0063	-wny0OAz3g8	7	64	-wny0OAz3g8/7.mp4	0.0	Neutral	Omi and Winant argue that the concept of race came about as a tool to justify and maintain the economic and political power held by those of European descent	not_reviewed	8.067969	7.910500	240	240	29	29	0	29	29	29	29	1.000000	1.000000	0	29x768	29x25	29x49			false		not_requested	cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd	cbf9cac1048ce191aef781d0c4563eb97f9f3ddd52eb1f9551fa78d31d70e7cd	68cce28fd7df6f9d4b4214c882724976d4bdbaf39b39d87026b6f990412f1981	fc9422c3c6f113fff58b70482d8ab9ba314032ef5b3dcc12b82e845067c7904b	360881a14e636afa50407e5368204b8f43a396a9ad6caf15eeaeec283a1b3cde	955e9274044b2faa7c65cdeb3189fe163d8db826097b4c778a75abae64a62e44	mosei-stage-v1.0/sample_0063.mp4	mosei-multimodal-aligned-v1.0/sample_0063.npz
sample_0064	-wny0OAz3g8	9	65	-wny0OAz3g8/9.mp4	0.6666666865348816	Positive	He explores why Black and White Americans tend to have such different outcomes in terms of income, education, and more	not_reviewed	6.213021	6.043000	183	183	20	20	0	20	20	20	20	1.000000	1.000000	0	20x768	20x25	20x49	asr_disagreement;low_ctc_probability		true	P2	pending	b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136	b76f70fe783ee76bf1b637137226c98e67d13a6b15ec725894175b36cd76a136	de9766239e6988d20ecf4484434b17fec00ef620da1a820bc4f351af731b4832	51dc5b6c32e2db0e13b377503ab006a77776cd6355e379ecf15ef6062e5fe3b9	402c8ceaf12b7c313f6d8fba061b0aaece0a600548a2e6b9b081e3b09316a027	254ddef3f17e922df15aca424cf2ba464f3b888930b004c426725d3b159e4747	mosei-stage-v1.0/sample_0064.mp4	mosei-multimodal-aligned-v1.0/sample_0064.npz
sample_0065	-571d8cVauQ	0	66	-571d8cVauQ/0.mp4	0.0	Neutral	This is Rhett Reiger, White Caspian Studios on behalf of Expert Village.	not_reviewed	5.066667	4.992000	152	140	12	12	0	12	12	12	12	1.000000	1.000000	0	12x768	12x25	12x49	asr_disagreement		true	P2	pending	defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088	defc62e1530d9b0cd27f2acfe042b71dd84d7e8c85f1df261f04912091976088	9e5fe946c41d9b6d06f073cfd72df3d34fe722b2b09c3fcc7ade7fdd4a5d817a	ca67d69b498f9c2584e17d460c12e28b33d8fce93c613985dd12d03a90fdcc2e	47c72c41035534d404ce435dd2209b80fbf5e7c6b3a46564b421ab9a89933d2c	6a29dee0d483712b222f112c83fd0e1e55bfd542a8f3880b6c1568d2d61d59fd	mosei-stage-v1.0/sample_0065.mp4	mosei-multimodal-aligned-v1.0/sample_0065.npz
sample_0066	-571d8cVauQ	5	67	-571d8cVauQ/5.mp4	0.3333333432674408	Positive	So very important to go out to the locations, walk around, talk with the owners if you can, tell them what you're doing, build a little excitement, put a little glitz on there and let everybody knows this is a very valuable spot.	not_reviewed	15.272982	15.115000	455	455	43	43	0	43	43	43	43	1.000000	1.000000	0	43x768	43x25	43x49			false		not_requested	e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e	e304c03fac1f477823fe0926c4fb421b9c4e4091f85718b729afe856c24a7d3e	fbf1619c0921d4d9c27a419222b6dbd1809bce64a97e9a1ac63feac0646fa2f7	9bec4e1f85063373d065250c89a27653ccecab4c21a5b0787439b25f8396c3a0	c687cdc95115a34d806b83d34a16bbc02afdb2f5fd5c7e27c167789df62051ba	5b81bbc11ddf43a76596806f49c485b8f0ed45840a36dfba66e0adce128020f3	mosei-stage-v1.0/sample_0066.mp4	mosei-multimodal-aligned-v1.0/sample_0066.npz
sample_0067	-I_e4mIh0yE	1	68	-I_e4mIh0yE/1.mp4	-0.6666666865348816	Negative	In the United States we don't punish failure to the degree to which failure is punished in Europe.	not_reviewed	7.622005	7.444000	225	225	18	18	0	18	18	18	18	1.000000	1.000000	0	18x768	18x25	18x49			false		not_requested	8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df	8453a966d4bd1f0179eb86a35cd34c0864a3a3bc2fa86f37783060cc0d14f5df	9a5888b1284f229f38f79cf092082e85a404ed815b5d4c737f2486065b046cdd	b972b84b11d1cd2ca642e345432bab5cf664ae23f48f91a4b61a12bfde9046b4	c1adf93f67a85123040efcdd672d3516b74c90779f20712da99067f6bff425e2	417639fef8aa2ae51c0c255517d5f64ee89600c59c1f7ad92885957eee900c07	mosei-stage-v1.0/sample_0067.mp4	mosei-multimodal-aligned-v1.0/sample_0067.npz
sample_0068	-I_e4mIh0yE	3	69	-I_e4mIh0yE/3.mp4	0.6666666865348816	Positive	It's perceived that you have actually learned something, over the course of your carreer, and that you won't make the mistake twice.	not_reviewed	9.163021	8.994375	271	271	22	22	0	22	22	22	22	1.000000	1.000000	0	22x768	22x25	22x49	asr_disagreement;low_ctc_probability		true	P2	pending	a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e	a015f02ae51d74c42ad27e2a0831263a303f0658ac8d984819e27ad61342b23e	0d1c446206c68b71e48e7124d5229b2b20ef702cf234d547ad523e3e02ff6300	4340226e5611e0ffa44f0df4022112fb9b978d426012dab7e388aa655235ddc2	74ebcb2471e552a699750e9ec24661cc71c151f508e544dc3bd845e92469a4cc	f19d80df73abe9b76b8eacd4f5b43214c33e4668b8558c2b5189e0b493511427	mosei-stage-v1.0/sample_0068.mp4	mosei-multimodal-aligned-v1.0/sample_0068.npz
sample_0069	-UacrmKiTn4	10	70	-UacrmKiTn4/10.mp4	-0.6666666865348816	Negative	Because, if they are not in any way held accountable for reading the material they won't do it.	not_reviewed	7.361979	7.242000	218	218	18	18	0	18	18	18	18	1.000000	1.000000	0	18x768	18x25	18x49			false		not_requested	00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360	00312e0602dbeac970de5d7dd0e8a970e514fe45d7fe6625b4f454b299e36360	41ea08868c9c3222c2948f8b7afd89ac0b2774b6a85e5f34773d48a22dfeb9aa	2d0abe1a0706930b389c37f785703be8fc9c07de4464c54324fbc4ad8473ccb1	a150b98602d2023fbe2c8017434bd155f7cab541c4f7cc6aa72fa2c48cf11c85	363d0207418fd80e6d0f670e7a0b038bd0cf5da868936d8ff63eaf793ec61f47	mosei-stage-v1.0/sample_0069.mp4	mosei-multimodal-aligned-v1.0/sample_0069.npz
sample_0070	-UacrmKiTn4	4	71	-UacrmKiTn4/4.mp4	-1.3333333730697632	Negative	Just given to their own devices they are not going to read the textbook.	not_reviewed	4.741016	4.681000	142	142	14	14	0	14	14	14	14	1.000000	1.000000	0	14x768	14x25	14x49			false		not_requested	a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84	a7f2ab0d6ee2e2a2d5cd4239f03e6cac67c618ddb744891323df3ff87e29af84	3b1b0829ab6e6287ebe016b5ac6d8ab2c4b263d5b872d234deb40f8bb9baa2bb	2dea4c9ef72a18439f375398c2c8c44f4badc9ee10f2a7988710e7a9766a9912	bb8a0bce716113e4f0e164366393c71a6e8cb4d28ce9108318a5ff52603d063b	3f44bd066564653c2a11efa09bf0d731154df67f125ca8776e9bbd24b89eab95	mosei-stage-v1.0/sample_0070.mp4	mosei-multimodal-aligned-v1.0/sample_0070.npz
sample_0071	-hnBHBN8p5A	7	72	-hnBHBN8p5A/7.mp4	0.6666666865348816	Positive	Picture this, before we actually start hacking, we’re in a room formal setting	not_reviewed	7.372000	7.308000	176	143	13	13	0	13	13	13	13	1.000000	0.079771	3	13x768	13x25	13x49	asr_disagreement;low_ctc_probability	vision_partial_coverage	true	P2	pending	0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb	0ec6fb76226315d3fafbb483e3500e60cc8a6729617b10e4b4b76163595080fb	bf2248687c167702330ccbb014e784cb73830770c80fe67ae9812f19bac39867	025c1648f0266b613711744441f56db705c4f7089af879f4615b304f334a9ffe	a527236e87fd846f4cb8d310ce8ab7f1894617158e72b43beedd41d00b30c919	617f459343485694572970492e52b83dad751bf787798c8b11cb24f5b7275e2d	mosei-stage-v1.0/sample_0071.mp4	mosei-multimodal-aligned-v1.0/sample_0071.npz
sample_0072	-hnBHBN8p5A	6	73	-hnBHBN8p5A/6.mp4	1.0	Positive	Discussion, how to discuss ideas and opinions more effectively than a native speaker	not_reviewed	6.401000	6.332813	153	113	13	13	0	13	13	13	13	1.000000	0.122647	5	13x768	13x25	13x49	asr_disagreement;low_ctc_probability	vision_partial_coverage	true	P2	pending	997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7	997f6808ac3973ddd71800e91c8e10755c10b5037186d84348a79e00d672fdc7	dea89c0eb5ce941b2a5062ec3967952f358ee0c9808882ed2822c3a85edbe72a	24f7db8e1577013fa5e859892ccb41595d901dec494da8d37b522d0ec8aad701	b0f9357d7bc929a26a0cfd0251f4256f584ede3fdf0d9d1b0b1c79494f6f5337	4b6f37c55ce59320bdf8cc79a2ff9e66f9cb60d319299eee6a257c92cb2a661b	mosei-stage-v1.0/sample_0072.mp4	mosei-multimodal-aligned-v1.0/sample_0072.npz
sample_0073	-qDkUB0GgYY	6	74	-qDkUB0GgYY/6.mp4	1.3333333730697632	Positive	We always love to hear what you say, and like and share this video as well.	not_reviewed	4.677995	4.614000	140	140	16	16	0	16	16	16	16	1.000000	1.000000	0	16x768	16x25	16x49	asr_disagreement;low_ctc_probability		true	P2	pending	ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b	ab19bf4a761d3919b7113b1104ccaadbbf0c4e7b45694904d094280a2c329c8b	fe863bf3131c4c516c49a652474d7971ab12588208885d5a555e597bdcd45513	6708c32de1bbafcd2e5b86ce4904966fe7f57654033cd95e80ae26b078fb99b7	be22034cfcf9584203e428e36f32393207f82cd39c7f0476923a9796d8f9278c	51991a2515d25d419e3a264c0a12e878b15a808c65c052a7edf315a2a43dfc84	mosei-stage-v1.0/sample_0073.mp4	mosei-multimodal-aligned-v1.0/sample_0073.npz
sample_0074	-uywlfIYOS8	4	75	-uywlfIYOS8/4.mp4	0.3333333432674408	Positive	And then from a brand point of view, we need to make sure we're driving the relevant insight.	not_reviewed	6.044987	5.881125	179	179	18	18	0	18	18	18	18	1.000000	1.000000	0	18x768	18x25	18x49	asr_disagreement		true	P2	pending	fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9	fde46f5222cf5cfec7af9c93214c972ce2d686b0bf9c90a291021601968986f9	528ab20c34ae5f7b0fbc1960ca93ee204d4da7cefde4fd2706e0af61c35503b7	69c943760a0454e0f1cc99aaa9d3e2a6d52f0d22fa34c654edf75a8d97c0ef2c	7ca86a5b68b5d086684eb69ed985ce3050a46568efc024ddb1c2ba8d399b88b7	8e67974047f32df86ebe2c5019f0ddaa92039651b7c9ee150d6f178af4cabeb7	mosei-stage-v1.0/sample_0074.mp4	mosei-multimodal-aligned-v1.0/sample_0074.npz
sample_0075	-6rXp3zJ3kc	8	76	-6rXp3zJ3kc/8.mp4	-1.0	Negative	Many people are not until they get to be a older age and they realize that gosh they wasted a lot of time and money in placing bets on stock that's ultimately lost value.	not_reviewed	12.805013	12.738000	384	384	34	34	0	34	34	34	34	1.000000	1.000000	0	34x768	34x25	34x49			false		not_requested	59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae	59b77a0f873b7fa95e7327b93d64bb5a4bdae84039321988ef70bba8e63ee1ae	e1c7993a254bc04414e9fba5303ce011f6d8a2a478d166f881c16158d22f119a	19a4345729ea46fb0aabf6c968974623ced9d1a55ae741fd8d80b08f9d7d072a	919cd9381ee39704ca16c5d76ac91124cfd3054556e5e8e1dee4927a3d3e7189	62f11881b9c39d7b6e23f9dc7e3bbb9fac0330209511190a353029ed6af3b3b6	mosei-stage-v1.0/sample_0075.mp4	mosei-multimodal-aligned-v1.0/sample_0075.npz
sample_0076	-9y-fZ3swSY	0	77	-9y-fZ3swSY/0.mp4	1.0	Positive	is, you can say, hey I really like baby skin, they are so soft, they don’t have any hair on their face	not_reviewed	6.833333	6.757000	205	205	22	22	0	22	22	22	22	1.000000	1.000000	0	22x768	22x25	22x49	asr_disagreement;low_ctc_probability		true	P2	pending	29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c	29a1fd181293cdbe24e50edcad51e3cc0f27a5824d840bcc39d453b272fb6e3c	b17d5083b1b4181dbd3e2afde6d365b50bb358981c0207d7cf7f151b9bb0d8d1	4e7354f9193566d267db2f3380bfb50e9b5e2e46dc7e25566311eb6603931464	bdea40a8dc771a9177b661ced0ecaedc3b331f69832be8091a85bde97bc4b0c4	9fe10f4b1a18aa38b99ae365da10290e978661519b618c24bd1d531fa22fd7ba	mosei-stage-v1.0/sample_0076.mp4	mosei-multimodal-aligned-v1.0/sample_0076.npz
sample_0077	-9y-fZ3swSY	4	78	-9y-fZ3swSY/4.mp4	0.0	Neutral	I’ve seen this in US or in the US	not_reviewed	2.821029	2.664813	81	81	9	9	0	9	9	9	9	1.000000	1.000000	0	9x768	9x25	9x49	asr_disagreement;low_ctc_probability		true	P2	pending	fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc	fe04a26710e85c58bdaad5a48618c7e0f742d82b0d920eb4a046c8f14a6921dc	3c7473c6fb70a279a063073635d7417b41b9722e707cbf98b4b23b65533df28e	554723d31f3a7b54ff86d7e02cfae9d0f53ace766607821c8e4444f81fe8722b	7da9dacdcb3dc12f1b25fd037a6396d52bd8d98e978293d34e4538cf3f551d93	dfed61c0d3bc6671d1249e4e70b98d884793ff4968a4c96487949d3129604356	mosei-stage-v1.0/sample_0077.mp4	mosei-multimodal-aligned-v1.0/sample_0077.npz
sample_0078	-9y-fZ3swSY	8	79	-9y-fZ3swSY/8.mp4	1.6666666269302368	Positive	That’s a more decent and more polite way to call a lady	not_reviewed	4.988997	4.917000	149	149	12	12	0	12	12	12	12	1.000000	1.000000	0	12x768	12x25	12x49			false		not_requested	6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256	6140d031e614b62a5d8df73346fef2417c28cee3501310aa95aa40d358b4b256	0402cb5489c9a9c0540ba87e530a0f6dc5e718af9d523f5bd2f064119d63a110	ed04d411a9cac25067e73305ad8455e31a02a997cb4bd8e8d22e4182b857b29e	9e9c33f9f305816b80dfaca4af0271700f59cd21ed33f56f84038f63fd9eddcb	62f0a0b7c5d55f650e6f0512e138fceadbc2a83c113d4b38e9591cc12723ee6e	mosei-stage-v1.0/sample_0078.mp4	mosei-multimodal-aligned-v1.0/sample_0078.npz
sample_0079	-AUZQgSxyPQ	2	80	-AUZQgSxyPQ/2.mp4	0.6666666865348816	Positive	The perfect soul mate to the Clarisonic Spot Therapy Brush, this gentle, Ph balanced and hydrating exfoliant containing jojoba and acai fruit oils and bamboo and prickly bear extracts deliver intense healing, while smooth granules buff away dead, dry skin cells.	not_reviewed	22.511003	22.404563	674	674	41	41	0	41	41	41	41	1.000000	1.000000	0	41x768	41x25	41x49	asr_disagreement;low_ctc_probability		true	P2	pending	e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b	e09034b30bb4f8fb9f9c2568afc20f2a764e327fe6ef4e13f21804eaac51bb7b	00413f1063e0ed99197084ce6a3313e8fea7ca0cd7361179c0e9ed6d4c38aace	16813e3f3b9c7637b9c5da8650b977722a1754d74962c5883b8cbf7458ca722c	f1e3b0e341c9964523ba98cc065fb62db2c3bddce5493534cf41e93c7e03c862	64cb8c47fd06b9a3242254d5f7907ecfec294d4937a5332c8434bad4a796d7de	mosei-stage-v1.0/sample_0079.mp4	mosei-multimodal-aligned-v1.0/sample_0079.npz
sample_0080	-HeZS2-Prhc	2	81	-HeZS2-Prhc/2.mp4	0.6666666865348816	Positive	The August jobs report is out and it was seen overall as solid but not great.	not_reviewed	8.261979	8.150875	246	246	16	16	0	16	16	16	16	1.000000	1.000000	0	16x768	16x25	16x49	asr_disagreement		true	P2	pending	edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c	edb0fa22fdfbd990c8174764af78670bd2ecad799240d35d96a1124a3cd9dc0c	aa761cbbe916725b1786f81fb1279fceb1b15b3823cf48b600fad9e94b68c352	a7e0198498ba001f6f44bc37ff9c60cfa1c804ebc6c45257ebc71fd36654244b	f5a2b9ebde7f05e5048d634fd2260543a5c8906b82924c21585a106de55b2c5d	35a22ec5abc4b515f1f6dacfbf7f3753decfb43c37e1970c947dccb2ccc5c32d	mosei-stage-v1.0/sample_0080.mp4	mosei-multimodal-aligned-v1.0/sample_0080.npz
sample_0081	-MeTTeMJBNc	0	82	-MeTTeMJBNc/0.mp4	0.3333333432674408	Positive	Okay, what happens at this point after we've taken this brief walk down memory lane, is the presentation of the gift.	not_reviewed	9.300000	9.218000	279	267	21	21	0	21	21	21	21	1.000000	1.000000	0	21x768	21x25	21x49			false		not_requested	54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe	54e2097f7bdb455d243e72254e5af7ed16160739f2f3cfd22f57d2729ec1acbe	cab1e89e1e24c39e7f61a73794a48ceef4e305aa878dcec20391729f288db9f9	daab6cd9586af1b80a8fcbb8badea6e07ef3899d0442656ee96da6e9114aa8db	987cb56fcdce22cc845df08082d997e47f0cb5fc0ea7633e62334c50900a2c52	20e34fda73c8580f494ea9f16e96498ae74876326bb457b4456118d69bd66dbd	mosei-stage-v1.0/sample_0081.mp4	mosei-multimodal-aligned-v1.0/sample_0081.npz
sample_0082	-MeTTeMJBNc	13	83	-MeTTeMJBNc/13.mp4	0.3333333432674408	Positive	It just needs to be a simple statement, and then you present the gift.	not_reviewed	5.430013	5.255000	159	159	14	14	0	14	14	14	14	1.000000	1.000000	0	14x768	14x25	14x49			false		not_requested	80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44	80c5d996e5d7b61c58e1fe32d706efcaf80c8c8cddb5c37a5c66d527786c2a44	af3ee21f69d94c6cd2311f1e602f03a43ee581e91fb8d6ed2669f0acd4ea0975	211616108be611530c8c0f899cb5895c4364a18bd8b7178bb91303ea5b6de254	25ef0a59a59acdbc17b423816cf368282156aa63835adf8ae8d1d8a990740aab	43ae04cf8d2d8a72128a1bb593c5cab4a6993cf341a3a867e17cb3b90343acf4	mosei-stage-v1.0/sample_0082.mp4	mosei-multimodal-aligned-v1.0/sample_0082.npz
sample_0083	-MeTTeMJBNc	7	84	-MeTTeMJBNc/7.mp4	1.3333333730697632	Positive	Maybe you could find a picture of the couple from their wedding or sometime in their life, or maybe even a current picture and have it put in a beautiful frame.	not_reviewed	10.516992	10.411312	314	314	31	31	0	31	31	31	31	1.000000	1.000000	0	31x768	31x25	31x49			false		not_requested	40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a	40716dc7402fd6398038eded58ce939ec76be6afbeea346b968bf4c427088f3a	7a381fe26753d24ca53a2bbf3e3da89fcb714a8b4b5ef0693235ae98eaebf309	2e35dfb7ddb74d248907e18edb39426e357673c9a1a3d1a40bc7527c003201f2	57e51a2b71bf8765697317705fce1948120c6fcf94abd047621285bfe36b61e3	359b4f8104a87d087399097aed832b329341be4d2d32e549b80159891b897f45	mosei-stage-v1.0/sample_0083.mp4	mosei-multimodal-aligned-v1.0/sample_0083.npz
sample_0084	-RfYyzHpjk4	11	85	-RfYyzHpjk4/11.mp4	2.0	Positive	So get your friends lined up, get your business colleagues lined up and have a good time.	not_reviewed	5.238997	5.074000	154	154	17	17	0	17	17	17	17	1.000000	1.000000	0	17x768	17x25	17x49	asr_disagreement		true	P2	pending	96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904	96e481cd732001239639c8cb4e7f94e570925e5a15940920ffab0cec1f13f904	dd2cbccf1e09ad693f3aaed5ee8b04a80ca0a9b5c58f5954cff0763406566e74	5fbd15eb79cc6fb231dee35e7a4ab7de9f90e2909102f467a671b1fbccd8e00a	5d7473ba01f255342ece3aedaeeb7caa99ef3b868e91b0709f39e2070e3b2a9a	9566dbd69a28805e9e56112e8b08e5cb1dc747bcffd791b5d19732dd8d6710a9	mosei-stage-v1.0/sample_0084.mp4	mosei-multimodal-aligned-v1.0/sample_0084.npz
sample_0085	-RfYyzHpjk4	8	86	-RfYyzHpjk4/8.mp4	0.3333333432674408	Positive	It's pretty, pretty easy to do but you got to set up those numbers ahead of time.	not_reviewed	4.588997	4.532000	137	137	17	17	0	17	17	17	17	1.000000	1.000000	0	17x768	17x25	17x49			false		not_requested	ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c	ed8c672c532b8c7d1c830c82d6e2c14fcb3bbd3dc1a86670a03a6c8e83c02f3c	e038e655d09de97aab2ca6eeae4659a16be6512264d6c2fd0ff9ce6723499f9d	3deb12c5006e81e03f7e681c377579852c8ce49e09b2dca540fda2e46f768d19	997dd3fb801a6abb04d267139aa81d8ac2fbfcae9fbab4b2258ab56b93d3c90a	b132f81a873c716adad9a23783c7128c8173556ccbcad7799659827b37694fbf	mosei-stage-v1.0/sample_0085.mp4	mosei-multimodal-aligned-v1.0/sample_0085.npz
sample_0086	-RfYyzHpjk4	2	87	-RfYyzHpjk4/2.mp4	0.3333333432674408	Positive	You can make a conference call but it takes quite a bit of planning, well not a lot of planning it's pretty easy to do.	not_reviewed	5.516016	5.391813	164	164	25	25	0	25	25	25	25	1.000000	1.000000	0	25x768	25x25	25x49	asr_disagreement;low_ctc_probability		true	P2	pending	5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f	5e428ee22de58c9d6561b9b4353bef9dfb811a5841d9ab07b5bc453d697ad17f	6829f6cac91376994c3875271d6ffe4943ac42edc046c6c81b403fe4e4fe7331	8840e30d3358082a18ad50be031cd94a3850bc5f72df6005b07a6c7561251fbd	10742a13272c29130813c15054b86d6cf13c47b1a2e0b2c2b4421ed80c0ca9f6	066223755062c257734ef35811b85bfa125d851c7b1e959e8aba3e74e5ea27da	mosei-stage-v1.0/sample_0086.mp4	mosei-multimodal-aligned-v1.0/sample_0086.npz
